target,O2_1,O2_2,O2_3,O2_4,O2_5,O2_6,O2_7,NH4_1,NH4_2,NH4_3,NH4_4,NH4_5,NH4_6,NH4_7,NO2_1,NO2_2,NO2_3,NO2_4,NO2_5,NO2_6,NO2_7,NO3_1,NO3_2,NO3_3,NO3_4,NO3_5,NO3_6,NO3_7,BOD5_1,BOD5_2,BOD5_3,BOD5_4,BOD5_5,BOD5_6,BOD5_7
10.37,0.2421086261980831,0.1304018195602729,0.4616666666666667,0.21435897435897439,0.017398648648648648,0.2597661109728788,0.35660377358490564,0.1124401913875598,0.13212290502793295,0.036818339701285174,0.07965970610982212,0.007758948971820259,0.1476407914764079,0.09497645211930926,0.10842105263157893,0.08287056813327638,0.005365853658536586,0.6021303258145363,0.08444976076555023,0.03269230769230769,0.012796208530805684,0.042105263157894736,0.11342155009451796,0.09308755760368664,0.11765737331229179,0.10344433001487584,0.08886476426799007,0.06401480111008326,0.18321299638989175,0.21779285646970128,0.08179419525065965,0.07072599531615925,0.0712420738530399,0.09815370048919048,0.1413911060433295
8.32,0.19382321618743342,0.12282031842304776,0.5479166666666666,0.3494871794871795,0.13361486486486487,0.22343866633490922,0.4009433962264151,0.09330143540669855,0.05027932960893854,0.1055922195206669,0.17987883475122457,0.0025013619150376577,0.08675799086757992,0.14795918367346939,0.03263157894736842,0.023067065356685172,0.031219512195121955,0.5288220551378446,0.12380382775119617,0.045512820512820504,0.08530805687203791,0.0687719298245614,0.19139886578449905,0.676036866359447,0.66070489216202,0.5723194873555326,0.4920905707196029,0.28473635522664204,0.5419675090252709,0.34549052869663555,0.06279683377308706,0.014519906323185013,0.07932363545940568,0.09420861606438377,0.6579247434435577
7.42,0.20021299254526093,0.11220621683093253,0.25500000000000006,0.3571794871794872,0.09822635135135135,0.2505598407564071,0.449685534591195,0.30622009569377984,0.6089385474860335,0.07224730809308788,0.17987883475122457,0.003744274667851401,0.08675799086757992,0.12872841444270017,0.05263157894736842,0.023067065356685172,0.04000000000000001,0.5839598997493733,0.13636363636363635,0.08974358974358974,0.08530805687203791,0.014035087719298246,0.05198487712665407,0.676036866359447,0.66070489216202,0.5723194873555326,0.4920905707196029,0.28473635522664204,0.9142599277978339,0.6795777966261427,0.06279683377308706,0.014519906323185013,0.07932363545940568,0.09420861606438377,0.0718358038768529
8.05,0.1714589989350373,0.13115996967399546,0.34166666666666673,0.3494871794871795,0.09839527027027029,0.24396616073650162,0.3163522012578617,0.08133971291866028,0.11592178770949721,0.1055922195206669,0.005650081636160523,0.0052218863713294405,0.46917808219178075,0.14795918367346939,0.06842105263157895,0.038017941050832976,0.0653658536585366,0.6142857142857142,0.16913875598086123,0.035897435897435895,0.2639810426540284,0.03684210526315789,0.10869565217391304,0.09654377880184332,0.15377871295809226,0.056528206888660025,0.03230976013234078,0.0666049953746531,0.4584837545126354,0.39214023183488833,0.5179419525065964,0.036065573770491806,0.0795101330349372,0.13602651096733473,0.11402508551881413
8.12,0.19382321618743342,0.1288855193328279,0.3870833333333334,0.3494871794871795,0.09822635135135135,0.22343866633490922,0.3163522012578617,0.06698564593301434,0.0782122905027933,0.036818339701285174,0.07729655409469795,0.0016518178260133704,0.08675799086757992,0.15227629513343802,0.05263157894736842,0.023067065356685172,0.031219512195121955,0.5288220551378446,0.12380382775119617,0.08974358974358974,0.08530805687203791,0.0031578947368421048,0.011342155009451795,0.029953917050691246,0.11765737331229179,0.056528206888660025,0.08886476426799007,0.028122109158186866,0.32761732851985564,0.3026104985392517,0.1635883905013193,0.014519906323185013,0.07932363545940568,0.16495713008258378,0.25655644241733183
8.59,0.20021299254526093,0.1304018195602729,0.34166666666666673,0.3112820512820513,0.09839527027027029,0.24396616073650162,0.3163522012578617,0.06698564593301434,0.0782122905027933,0.1055922195206669,0.09985391423906506,0.0052218863713294405,0.09817351598173515,0.14795918367346939,0.01263157894736842,0.031610422896198205,0.0653658536585366,0.6142857142857142,0.28827751196172247,0.035897435897435895,0.2639810426540284,0.014035087719298246,0.1228733459357278,0.09654377880184332,0.5000876731544801,0.1297631307929969,0.03230976013234078,0.07493061979648473,0.6615523465703972,0.6230327019131091,0.20448548812664907,0.07587822014051523,0.046064901156284956,0.32933564778286256,0.3192702394526796
9.5,0.1767838125665602,0.13646702047005307,0.3870833333333334,0.20871794871794874,0.08226351351351352,0.2505598407564071,0.449685534591195,0.04904306220095694,0.05027932960893854,0.036818339701285174,0.11407579273008508,0.0052218863713294405,0.1248097412480974,0.14795918367346939,0.0736842105263158,0.017086715079026055,0.031219512195121955,0.6142857142857142,0.12380382775119617,0.041025641025641026,0.2639810426540284,0.20350877192982456,0.5694706994328923,0.22580645161290325,0.5351569349465194,0.42141549376358844,0.25273986765922246,0.1839037927844588,0.3343862815884477,0.3944962774479314,0.06279683377308706,0.06932084309133488,0.046064901156284956,0.13602651096733473,0.0718358038768529
8.12,0.1597444089456869,0.1288855193328279,0.32249999999999995,0.19487179487179485,0.03513513513513514,0.2505598407564071,0.449685534591195,0.09330143540669855,0.05027932960893854,0.1055922195206669,0.17987883475122457,0.003744274667851401,0.09817351598173515,0.15227629513343802,0.0631578947368421,0.008116189662537378,0.031219512195121955,0.5839598997493733,0.12380382775119617,0.08974358974358974,0.08530805687203791,0.2865614035087719,0.5482041587901701,0.2776497695852535,0.24320533052779242,0.22173589655566994,0.26152812241521917,0.25013876040703054,0.38176895306859204,0.6230327019131091,0.1635883905013193,0.014519906323185013,0.07932363545940568,0.09420861606438377,0.04846066134549601
7.42,0.15122470713525027,0.12282031842304776,0.38333333333333336,0.24974358974358973,0.08445945945945946,0.1249066932072655,0.3150943396226415,0.05980861244019138,0.07262569832402235,0.036818339701285174,0.0777262180974478,0.001584052636032834,0.13622526636225266,0.14795918367346939,0.047368421052631574,0.012387868432293891,0.005365853658536586,0.6142857142857142,0.270334928229665,0.045512820512820504,0.012796208530805684,0.0287719298245614,0.08979206049149338,0.029493087557603687,0.20357706470278802,0.1420929168097036,0.038720016542597185,0.02553191489361702,0.32761732851985564,0.3497314108001131,0.35092348284960423,0.04074941451990633,0.3167972149695387,0.19651780548103728,0.32497149372862033
8.6,0.19382321618743342,0.1304018195602729,0.3870833333333334,0.3112820512820513,0.09839527027027029,0.24396616073650162,0.3163522012578617,0.031100478468899514,0.05027932960893854,0.12004168113928448,0.17987883475122457,0.003744274667851401,0.1248097412480974,0.3108320251177394,0.05263157894736842,0.023067065356685172,0.03609756097560976,0.6581453634085213,0.08444976076555023,0.035897435897435895,0.08530805687203791,0.014035087719298246,0.1228733459357278,0.09654377880184332,0.5000876731544801,0.056528206888660025,0.03230976013234078,0.028122109158186866,0.39981949458483756,0.5005183300348696,0.1635883905013193,0.05480093676814989,0.058808902150938695,0.16495713008258378,0.17103762827822122
8.09,0.15122470713525027,0.11675511751326763,0.3637500000000001,0.2033333333333333,0.15312500000000004,0.2560338392634984,0.3783018867924528,0.06698564593301434,0.05027932960893854,0.1055922195206669,0.07299991406719945,0.0006204646906998392,0.14345509893455097,0.14795918367346939,0.05263157894736842,0.018795386586928663,0.04000000000000001,0.6142857142857142,0.32296650717703346,0.04487179487179487,0.01895734597156398,0.04912280701754385,0.1323251417769376,0.1824884792626728,0.22216377345256882,0.14206430941755346,0.20414598842018195,0.13802035152636447,0.3546931407942238,0.29318631608707946,0.08179419525065965,0.059484777517564404,0.08118861121472087,0.1355004997106938,0.10262257696693272
9.1,0.12247071352502663,0.14151630022744505,0.32249999999999995,0.19846153846153847,0.03513513513513514,0.2597661109728788,0.49056603773584906,0.10215311004784688,0.12932960893854747,0.12004168113928448,0.17987883475122457,0.003744274667851401,0.08675799086757992,0.15227629513343802,0.1263157894736842,0.10294745835113199,0.012682926829268294,0.6211779448621554,0.12380382775119617,0.08974358974358974,0.08530805687203791,0.06782456140350877,0.23629489603024575,0.17096774193548386,0.6131860424338068,0.5723194873555326,0.4920905707196029,0.28473635522664204,0.30658844765342963,0.47224578267835265,0.1635883905013193,0.027634660421545672,0.07932363545940568,0.3359107884908737,0.9999999999999999
8.08,0.13312034078807242,0.1288855193328279,0.38333333333333336,0.2871794871794872,0.0929054054054054,0.2515551132122419,0.6389937106918239,0.20933014354066984,0.2248603351955307,0.06946856547412297,0.022514393744092122,0.0022617045358381996,0.12100456621004566,0.09497645211930926,0.06,0.005980350277659119,0.0375609756097561,0.6021303258145363,0.19736842105263155,0.008333333333333331,0.06635071090047392,0.14736842105263157,0.44111531190926273,0.21474654377880187,0.2547781869191654,0.16008696647213635,0.23102770885028948,0.16577243293246996,0.3919675090252708,0.4135331260013194,0.0737203166226913,0.07072599531615925,0.058808902150938695,0.10130976802903582,0.14823261117445835
8.09,0.19382321618743342,0.12585291887793784,0.5479166666666666,0.3494871794871795,0.13361486486486487,0.22343866633490922,0.4009433962264151,0.30622009569377984,0.6089385474860335,0.07224730809308788,0.17987883475122457,0.003744274667851401,0.08675799086757992,0.15227629513343802,0.01263157894736842,0.031610422896198205,0.031219512195121955,0.5288220551378446,0.12380382775119617,0.045512820512820504,0.08530805687203791,0.14736842105263157,0.1880907372400756,0.09654377880184332,0.24320533052779242,0.1297631307929969,0.03230976013234078,0.3078630897317299,0.23285198555956677,0.229101875412308,0.06279683377308706,0.014519906323185013,0.07932363545940568,0.09420861606438377,0.758266818700114
8.67,0.19026624068157613,0.13545109931766489,0.6499999999999999,0.26666666666666666,0.13361486486486487,0.2587708385170441,0.6578616352201259,0.10837320574162677,0.1452513966480447,0.04126432789162904,0.08889748216894389,0.0038252623339257003,0.06012176560121765,0.17974882260596547,0.08421052631578947,0.031610422896198205,0.012682926829268294,0.5538847117794485,0.16913875598086123,0.03205128205128205,0.01895734597156398,0.17077192982456138,0.42533081285444235,0.09308755760368664,0.66070489216202,0.17181599725369032,0.10644127377998344,0.0666049953746531,0.38176895306859204,0.4502874375647913,0.16094986807387865,0.027634660421545672,0.0432674375233122,0.09420861606438377,0.10262257696693272
8.42,0.22364217252396165,0.12282031842304776,0.32249999999999995,0.21487179487179492,0.13192567567567567,0.22343866633490922,0.43647798742138366,0.04545454545454545,0.05027932960893854,0.0562695380340396,0.08008937011257197,0.001398937970720149,0.10578386605783865,0.3131868131868132,0.0631578947368421,0.04869713797522426,0.04097560975609757,0.5701754385964912,0.0035885167464114838,0.041025641025641026,0.019905213270142177,0.04912280701754385,0.20841209829867677,0.09308755760368664,0.1657022619673856,0.06253575924018766,0.07387303556658395,0.06401480111008326,0.25541516245487367,0.3780039581566299,0.06279683377308706,0.022950819672131147,0.058808902150938695,0.13602651096733473,0.3192702394526796
7.4,0.15122470713525027,0.11372251705837756,0.39166666666666666,0.37435897435897436,0.1587837837837838,0.2488181139586962,0.4339622641509434,0.09090909090909091,0.1340782122905028,0.06113233761722821,0.048294233909083106,0.0014386053990014386,0.12100456621004566,0.18759811616954478,0.03157894736842105,0.014523707817172146,0.04000000000000001,0.5839598997493733,0.020334928229665067,0.05192307692307692,0.08578199052132701,0.07719298245614035,0.39697542533081287,0.367741935483871,0.16429949149570403,0.19470191097379558,0.041821753515301895,0.024421831637372805,0.3185920577617328,0.312034680991424,0.07651715039577836,0.06323185011709603,0.0557006092254134,0.15969701751617485,0.1596351197263398
8.71,0.1382321618743344,0.09840788476118272,0.007500000000000007,0.3571794871794872,0.08783783783783786,0.2505598407564071,0.5257861635220126,0.05263157894736842,0.05027932960893854,0.036818339701285174,0.07729655409469795,0.004517789519336549,0.1248097412480974,0.14795918367346939,0.06842105263157895,0.0307560871422469,0.0653658536585366,0.5165413533834586,0.16913875598086123,0.035897435897435895,0.2639810426540284,0.0031578947368421048,0.011342155009451795,0.22580645161290325,0.66070489216202,0.23947247968875152,0.03230976013234078,0.0666049953746531,0.23285198555956677,0.6136085194609368,0.2757255936675462,0.07587822014051523,0.046064901156284956,0.2833096628267845,0.02622576966932727
8.59,0.23429179978700745,0.1288855193328279,0.3870833333333334,0.3571794871794872,0.05219594594594595,0.2097536700671809,0.449685534591195,0.06698564593301434,0.0782122905027933,0.07224730809308788,0.17987883475122457,0.003744274667851401,0.08675799086757992,0.5957613814756673,0.01263157894736842,0.031610422896198205,0.0653658536585366,0.6142857142857142,0.13636363636363635,0.045512820512820504,0.2639810426540284,0.0031578947368421048,0.011342155009451795,0.1824884792626728,0.06259863229879012,0.056528206888660025,0.03230976013234078,0.25013876040703054,0.39981949458483756,0.3026104985392517,0.20448548812664907,0.036065573770491806,0.07932363545940568,0.16495713008258378,0.26225769669327254
6.33,0.12545260915867945,0.09840788476118272,0.09375000000000006,0.3571794871794872,0.13192567567567567,0.2505598407564071,0.4009433962264151,0.05263157894736842,0.06284916201117319,0.07224730809308788,0.11403282632981009,0.0052218863713294405,0.1476407914764079,0.14795918367346939,0.06842105263157895,0.027765912003417336,0.10146341463414635,0.5839598997493733,0.13636363636363635,0.035897435897435895,0.021800947867298574,0.0031578947368421048,0.11389413988657845,0.2776497695852535,0.3489391548307908,0.2690811305641377,0.4920905707196029,0.18834412580943571,0.38176895306859204,0.4599943454905287,0.3720316622691293,0.07587822014051523,0.058808902150938695,0.32933564778286256,0.38768529076396807
7.48,0.19382321618743342,0.0755117513267627,0.5479166666666666,0.3571794871794872,0.09822635135135135,0.22343866633490922,0.449685534591195,0.0430622009569378,0.09497206703910614,0.036818339701285174,0.28493168342356284,0.008692455784039942,0.08675799086757992,0.15227629513343802,0.0736842105263158,0.04869713797522426,0.031219512195121955,0.5288220551378446,0.12380382775119617,0.041025641025641026,0.04739336492890995,0.12280701754385964,0.39697542533081287,0.676036866359447,0.66070489216202,0.41111683258954107,0.1555521091811414,0.4863644773358002,0.1759927797833935,0.1537084157949298,0.30079155672823216,0.13536299765807963,0.07932363545940568,0.3359107884908737,0.9999999999999999
9.05,0.18813631522896698,0.12383623957543594,0.34,0.26153846153846155,0.03513513513513514,0.2515551132122419,0.6522012578616352,0.054306220095693775,0.05027932960893854,0.036818339701285174,0.16322935464466787,0.003744274667851401,0.09817351598173515,0.14795918367346939,0.06842105263157895,0.037163605296881674,0.04000000000000001,0.6142857142857142,0.09617224880382774,0.035897435897435895,0.2639810426540284,0.08245614035087719,0.20321361058601134,0.09308755760368664,0.3489391548307908,0.056528206888660025,0.03230976013234078,0.0666049953746531,0.24936823104693145,0.6465931580435398,0.1635883905013193,0.0782201405152225,0.058808902150938695,0.16495713008258378,0.1596351197263398
9.11,0.17252396166134185,0.1304018195602729,0.31041666666666673,0.19102564102564107,0.15312500000000004,0.21796466782781787,0.3188679245283019,0.08086124401913874,0.05027932960893854,0.036818339701285174,0.10500988227206325,0.0013774514470677836,0.1248097412480974,0.17974882260596547,0.08421052631578947,0.04442545920546775,0.03609756097560976,0.6142857142857142,0.1423444976076555,0.045512820512820504,0.02559241706161137,0.07719298245614035,0.20793950850661627,0.09654377880184332,0.15202524986849028,0.10344433001487584,0.12970430107526879,0.0910268270120259,0.30505415162454874,0.44397323532183586,0.062005277044854874,0.07494145199063232,0.08212109909237847,0.1702172426489927,0.17901938426453817
7.47,0.13929712460063898,0.0755117513267627,0.3870833333333334,0.3571794871794872,0.05219594594594595,0.24396616073650162,0.3163522012578617,0.029904306220095687,0.01955307262569832,0.12004168113928448,0.07729655409469795,0.0052218863713294405,0.1248097412480974,0.3108320251177394,0.06842105263157895,0.038017941050832976,0.03609756097560976,0.6581453634085213,0.13636363636363635,0.023717948717948713,0.06635071090047392,0.05964912280701754,0.15311909262759926,0.1824884792626728,0.5000876731544801,0.10544684746538505,0.08886476426799007,0.028122109158186866,0.37274368231046934,0.4599943454905287,0.20448548812664907,0.07587822014051523,0.046064901156284956,0.13602651096733473,0.2896237172177879
7.42,0.154419595314164,0.10917361637604246,0.36333333333333334,0.3571794871794872,0.08124999999999999,0.2505598407564071,0.3789308176100629,0.08133971291866028,0.0824022346368715,0.0,0.08621208215175732,0.002325502982990607,0.1476407914764079,0.11302982731554162,0.035789473684210524,0.03972661255873559,0.05853658536585366,0.5507518796992481,0.1423444976076555,0.035897435897435895,0.01895734597156398,0.05842105263157894,0.15737240075614367,0.32672811059907836,0.12081360687357531,0.42141549376358844,0.1555521091811414,0.13802035152636447,0.32761732851985564,0.3944962774479314,0.2203166226912929,0.08805620608899298,0.07093124456048738,0.11919415075482614,0.04846066134549601
6.59,0.11501597444089458,0.15769522365428354,0.43083333333333346,0.3112820512820513,0.0,0.2505598407564071,0.4009433962264151,0.03827751196172249,0.05027932960893854,0.036818339701285174,0.21135172295265103,0.003744274667851401,0.1248097412480974,0.3108320251177394,0.05263157894736842,0.014523707817172146,0.10146341463414635,0.6142857142857142,0.08444976076555023,0.035897435897435895,0.06635071090047392,0.14736842105263157,0.31852551984877125,0.2776497695852535,0.3068560406803437,0.02820688866002975,0.08886476426799007,0.0666049953746531,0.5893501805054152,0.6136085194609368,0.27308707124010556,0.14098360655737707,0.09610841725724231,0.18862763663142393,0.2896237172177879
8.1,0.16896698615548456,0.12786959818043972,0.32249999999999995,0.3571794871794872,0.09822635135135135,0.2097536700671809,0.449685534591195,0.004784688995215311,0.0,0.07224730809308788,0.17987883475122457,0.003744274667851401,0.08675799086757992,0.14795918367346939,0.0736842105263158,0.042289619820589486,0.0653658536585366,0.6142857142857142,0.16913875598086123,0.035897435897435895,0.2639810426540284,0.014035087719298246,0.20841209829867677,0.09654377880184332,0.15377871295809226,0.056528206888660025,0.03230976013234078,0.0666049953746531,0.32761732851985564,0.4599943454905287,0.06279683377308706,0.014519906323185013,0.07932363545940568,0.09420861606438377,0.02622576966932727
7.38,0.14696485623003197,0.12433661865049278,0.34166666666666673,0.26666666666666666,0.12618243243243243,0.2505598407564071,0.3163522012578617,0.06698564593301434,0.053072625698324015,0.036818339701285174,0.07729655409469795,0.009722486671744099,0.18188736681887366,0.14795918367346939,0.042105263157894736,0.014523707817172146,0.04634146341463415,0.6142857142857142,0.13636363636363635,0.035897435897435895,0.01895734597156398,0.14736842105263157,0.2835538752362949,0.1824884792626728,0.66070489216202,0.1719876416065911,0.18656947890818856,0.028122109158186866,0.25541516245487367,0.3780039581566299,0.20448548812664907,0.059484777517564404,0.0795101330349372,0.24911893114512648,0.38768529076396807
9.49,0.19382321618743342,0.12736921910538287,0.3870833333333334,0.20871794871794874,0.19045608108108109,0.24396616073650162,0.5647798742138365,0.06698564593301434,0.0782122905027933,0.07224730809308788,0.21135172295265103,0.004517789519336549,0.1248097412480974,0.14795918367346939,0.03157894736842105,0.003844510892780862,0.10146341463414635,0.6142857142857142,0.13636363636363635,0.045512820512820504,0.08530805687203791,0.14736842105263157,0.31096408317580343,0.2776497695852535,0.24320533052779242,0.22173589655566994,0.3972291149710504,0.2131359851988899,0.2111913357400722,0.229101875412308,0.20448548812664907,0.06932084309133488,0.046064901156284956,0.09420861606438377,0.2964652223489168
9.52,0.21299254526091588,0.10053070507960576,0.34166666666666673,0.2717948717948718,0.07347972972972974,0.22343866633490922,0.4009433962264151,0.053827751196172245,0.11312849162011172,0.1055922195206669,0.005650081636160523,0.0052218863713294405,0.09817351598173515,0.14795918367346939,0.035789473684210524,0.017086715079026055,0.0653658536585366,0.6142857142857142,0.16913875598086123,0.035897435897435895,0.2639810426540284,0.01929824561403509,0.17533081285444235,0.07373271889400922,0.15377871295809226,0.056528206888660025,0.009253515301902398,0.0666049953746531,0.3343862815884477,0.3944962774479314,0.5179419525065964,0.1581264637002342,0.0795101330349372,0.16495713008258378,0.21664766248574685
5.79,0.0873269435569755,0.11220621683093253,0.47500000000000003,0.2912820512820513,0.11993243243243243,0.2164717591440657,0.4339622641509434,0.0430622009569378,0.04469273743016759,0.036818339701285174,0.0439975938815846,0.0008072321655242447,0.1248097412480974,0.14795918367346939,0.0631578947368421,0.005980350277659119,0.009756097560975611,0.5288220551378446,0.19736842105263155,0.008333333333333331,0.03317535545023696,0.09122807017543859,0.20793950850661627,0.09308755760368664,0.2547781869191654,0.24047373841400613,0.06818651778329197,0.08658649398704903,0.3456678700361011,0.21779285646970128,0.13984168865435356,0.020889929742388763,0.10170334452318786,0.10709589185208562,0.3192702394526796
